permno,cik,link_start,link_end
10761,0000799515,1986-10-15,2004-02-19
10763,0000740055,1986-10-16,1992-12-31
10764,0000739096,1986-10-16,1987-10-30
10765,0000743653,1986-10-17,1995-12-29
10766,0000801125,1986-10-17,1989-03-20
10767,0000799099,1986-10-17,1992-04-23
10768,0000801121,1986-10-20,1996-01-25
10769,0001076394,1986-10-20,2012-11-30
10770,0000774658,1986-10-21,1997-04-18
10771,0000746715,1986-10-21,1994-04-29
10772,0000800286,1986-10-21,2002-10-06
10772,0000800286,2011-03-01,
10773,0000766348,1986-10-21,1988-05-27
10774,0000865981,1986-10-22,1994-07-08
10775,0000801748,1986-10-22,1998-10-30
10776,0000799068,1986-10-22,1991-01-31
10777,0000798941,1986-10-22,
10779,0000002186,1978-10-03,2003-05-07
10779,0000002186,2005-10-14,
10780,0000077371,1986-10-23,2002-03-28
10781,0001007273,1986-10-23,
10783,0000750740,1986-10-23,1993-12-01
10784,0001704952,1986-10-29,1987-07-31
10785,0000800460,1986-10-24,2010-01-29
10786,0000011860,1950-01-01,1962-01-30
10786,0000011860,1962-01-31,2002-06-11
10788,0000799297,1986-10-24,1994-01-31
10790,0000800266,1986-10-24,2000-04-28
10791,0000802301,1986-10-29,2005-11-04
10792,0000713078,1986-10-29,1992-04-20
10792,0000713078,1992-04-21,1993-09-27
10795,0000730347,1984-04-26,1985-08-30
10796,0000799937,1986-10-30,1990-11-30
10799,0000944628,1986-10-30,1997-01-31
10800,0000802492,1986-10-31,2001-09-28
10801,0000749922,1986-10-31,1988-04-30
10801,0000749922,1988-05-01,1988-05-04
10801,0000749922,1988-05-05,1992-04-29
10802,0000783140,1986-10-31,1989-08-16
10803,0000798085,1986-10-31,1999-12-17
10805,0000786533,1986-10-31,1990-06-29
10806,0000801338,1986-11-03,1986-11-27
10806,0000801338,1986-11-28,2001-04-04
10808,0000002308,1973-06-01,1978-01-30
10808,0000002308,1978-01-31,1990-06-19
10810,0000801309,1986-11-04,1991-07-22
10812,0000799233,1986-11-05,
10813,0000794324,1986-11-05,1986-11-27
10813,0000794324,1986-11-28,1990-05-24
10814,0000757189,1986-11-05,1997-10-31
10816,0000355565,1981-12-10,1983-08-31
10818,0001166220,1986-11-05,1999-11-22
10819,0000745340,1988-04-28,1989-09-29
10820,0000799229,1986-11-05,1995-02-28
10821,0000802555,1986-11-05,1999-03-31
10822,0000786344,1986-11-06,2002-04-16
10822,0000786344,2005-07-25,2011-01-27
10823,0001022916,1951-01-01,1962-01-30
10823,0001022916,1962-01-31,1998-05-29
10824,0000714420,1984-06-15,1987-06-10
10825,0000797871,1986-11-28,2010-09-30
10826,0000803571,1986-11-06,1988-01-22
10827,0000802284,1986-11-06,1995-07-31
10828,0000801128,1986-11-06,2004-09-30
10830,0000803515,1986-11-07,1997-03-27
10832,0000002369,1972-12-14,1973-07-31
10833,0000793992,1986-11-07,1994-06-14
10834,0000825314,1986-11-07,1996-12-31
10835,0000801321,1986-11-07,1995-10-31
10836,0000766515,1986-11-07,1988-07-15
10837,0000795965,1986-11-10,1998-10-30
10838,0000799698,1986-11-10,2019-06-03
10840,0000783994,1986-11-11,1992-03-26
10841,0000935814,1986-11-12,1994-12-30
10842,0000801354,1986-11-12,1986-11-27
10842,0000801354,1986-11-28,1995-11-13
10843,0001091748,1986-11-13,2007-08-06
10844,0000800041,1986-11-13,1989-04-28
10845,0000797462,1986-11-13,1995-10-27
10846,0000797419,1986-11-13,1987-07-31
10847,0000802354,1986-11-13,1999-01-29
10848,0001386966,1986-11-12,1988-12-30
10849,0000801343,1986-11-13,1989-06-30
10849,0000801343,1989-07-31,1994-02-28
10852,0000803651,1986-11-14,1988-05-31
10853,0000800458,1986-11-14,2016-01-31
10854,0000828808,1986-11-14,1998-02-27
10856,0000822664,1988-04-27,1990-11-30
10857,0000796912,1986-11-17,2000-03-31
10859,0000002408,1973-01-01,1978-01-30
10859,0000002408,1978-01-31,1978-10-03
10860,0001116463,1986-11-17,
10861,0000803028,1986-11-18,1990-03-30
10863,0000801448,1986-11-18,2001-01-19
10864,0000798275,1986-11-18,1987-03-30
10864,0000798275,1987-03-31,1989-06-14
10864,0000798275,1989-06-15,1990-09-06
10865,0000791235,1986-11-19,1989-06-30
10866,0000014707,1949-11-01,1962-01-30
10866,0000014707,1962-01-31,
10868,0000765449,1986-11-19,1992-05-01
10869,0000803348,1986-11-19,1993-08-31
10870,0000803568,1986-11-20,1998-11-18
10871,0001032302,1986-11-20,1990-02-28
10872,0000803046,1986-11-20,1994-05-16
10873,0000911502,1986-11-20,1997-03-31
10874,0000014930,1950-01-01,1962-01-30
10874,0000014930,1962-01-31,
10875,0000002457,1972-12-14,1996-01-31
10876,0000802806,1986-11-20,2004-01-30
10878,0000727347,1988-04-15,1998-10-02
10879,0000033798,1986-11-21,1997-07-22
10880,0000813898,1986-11-24,1996-01-31
10881,0000753048,1986-11-24,2007-04-03
10883,0000726747,1984-02-14,1985-01-30
10883,0000726747,1985-01-31,1986-11-17
10884,0000802898,1987-01-30,1989-07-11
10885,0000804088,1987-01-30,1990-04-30
10886,0000029332,1986-11-25,
10888,0000803498,1986-11-25,1994-04-07
10889,0000753601,1986-11-26,1999-01-06
10890,0000746838,1950-01-01,1962-01-30
10890,0000746838,1962-01-31,
10891,0000002463,1973-02-01,1978-01-30
10891,0000002463,1978-01-31,1981-08-31
10892,0000828944,1986-11-26,
10893,0000804368,1986-11-25,1997-12-29
10894,0000799699,1986-11-28,1991-12-05
10897,0000763585,1988-05-04,1995-02-23
10899,0000791528,1986-12-02,1989-03-31
10901,0000720858,1986-12-03,
10902,0000741561,1993-01-29,2000-06-30
10904,0000724899,1984-01-26,1986-10-27
10905,0000803497,1986-12-03,1998-04-30
10906,0001304994,1986-12-04,2005-03-01
10908,0000805020,1986-12-05,1993-06-30
10908,0000805020,1993-07-01,1993-07-26
10908,0000805020,1993-07-27,2004-06-30
10909,0000804753,1987-01-30,2022-06-30
10910,0000803740,1986-12-05,1993-03-23
10911,0000015723,1960-01-01,1962-01-30
10911,0000015723,1962-01-31,1975-04-30
10912,0000002467,1973-04-01,1978-01-30
10912,0000002467,1978-01-31,1991-07-03
10913,0000713095,1986-12-05,2018-08-31
10914,0000804742,1986-12-05,1997-08-29
10915,0000804158,1986-12-05,1987-10-30
10916,0000714710,1988-05-06,2007-11-30
10918,0000063493,1986-12-09,1989-05-31
10919,0000802513,1986-12-09,1987-07-30
10921,0000804131,1986-12-10,1988-04-29
10923,0000831889,1988-05-17,1990-10-05
10924,0000764858,1986-12-10,2009-02-06
10925,0000803103,1987-01-30,1988-07-29
10926,0000897509,1986-12-11,2006-12-29
10927,0000795611,1986-12-11,1989-07-25
10928,0000779733,1986-12-11,2002-08-20
10929,0001068848,1986-12-31,1999-03-18
10932,0000801337,1986-12-12,
10933,0001096343,1986-12-12,
10934,0000805356,1986-12-12,1989-08-31
10935,0000805268,1986-12-12,2005-08-31
10936,0001126252,1986-12-12,1987-12-31
10937,0000832483,1988-08-31,2006-08-31
10940,0000802114,1986-12-12,1987-10-30
10941,0000798953,1986-12-15,1995-12-29
10942,0000803014,1986-12-15,2007-01-31
10942,0000803014,2011-09-23,
10943,0000800267,1986-12-12,1990-06-29
10945,0000774740,1986-12-16,1986-12-30
10945,0000774740,1986-12-31,1991-01-17
10947,0000718084,1983-12-01,1985-01-30
10947,0000718084,1985-01-31,1990-08-31
10949,0000802683,1986-12-16,1988-12-30
10950,0000792381,1986-12-16,1994-05-26
10952,0000761648,1986-12-17,2022-08-31
10953,0000806002,1986-12-17,1991-10-17
10957,0000846869,1986-12-17,1997-08-29
10959,0000804124,1986-12-17,1995-04-28
10960,0000799904,1986-12-17,1990-06-29
10961,0000702430,1986-12-17,2002-11-29
10963,0000799119,1986-12-17,2000-11-06
10964,0000806173,1986-12-16,1993-07-30
10965,0000756768,1988-02-18,1995-03-31
10966,0000805928,1986-12-17,2002-11-25
10966,0000805928,2013-08-09,
10967,0000792397,1988-04-12,1996-02-29
10969,0000354827,1986-12-18,1996-01-31
10970,0000020388,1950-01-01,1962-01-30
10970,0000020388,1962-01-31,1980-01-31
10971,0000002506,1972-12-14,1981-04-14
10972,0000805900,1986-12-19,2004-05-28
10973,0000805794,1986-12-19,1988-06-30
10974,0001022243,1986-12-17,2008-02-14
10975,0000799365,1986-12-19,1992-10-28
10977,0001046002,1988-01-01,1989-01-30
10977,0001046002,1989-01-31,2004-04-30
10978,0000805057,1986-12-19,1998-08-31
10980,0000805645,1987-01-30,1992-11-30
10983,0000839538,1986-12-22,1995-06-30
10984,0000804073,1986-12-23,2006-03-31
10986,0000707511,1986-12-23,1995-05-24
10987,0000804121,1986-12-23,2002-10-09
10988,0000797922,1986-12-23,1991-03-04
10990,0000002517,1979-01-31,1987-10-23
10992,0000801350,1986-12-22,1993-02-05
10994,0000744962,1986-12-26,2009-10-19
10995,0000870382,1987-10-01,1991-04-29
10995,0000870382,1991-04-30,1994-08-31
10996,0000804840,1986-12-29,1987-10-26
10998,0000736970,1984-03-22,1996-12-31
10999,0000803227,1987-01-02,2004-05-28
11000,0000806086,1987-02-27,1998-10-30
11001,0001077630,1988-05-31,1996-07-31
11003,0001483096,2010-07-29,2015-02-02
11003,0001483096,2015-02-03,2018-08-31
11004,0000822419,1988-04-21,1995-05-31
11006,0000740663,1987-01-08,2025-06-30
11007,0000802904,1987-01-09,1992-02-28
11008,0000795760,1987-01-08,1990-06-29
11010,0000002590,1975-06-30,1993-07-30
11011,0000350194,1987-01-13,1994-10-19
11012,0000032666,1987-01-12,2002-02-28
11013,0000776132,1987-01-12,1988-08-11
11014,0000809066,1987-01-13,1989-08-30
11014,0000809066,1991-02-28,1996-08-13
11015,0000798600,1987-01-13,1989-07-05
11016,0000805905,1987-01-13,1990-10-16
11017,0000016455,1950-01-01,1966-01-30
11017,0000016455,1966-01-31,1992-01-31
11018,0001057706,1987-01-13,
11019,0000839539,1987-01-13,1993-12-31
11020,0000806388,1987-01-14,1999-11-30
11022,0000846656,1987-01-14,1994-12-30
11024,0000755815,1987-01-16,1988-08-08
11028,0000803266,1987-01-20,1997-12-16
11029,0000796655,1987-01-21,1988-02-29
11030,0000105981,1987-01-21,1988-04-29
11031,0000803743,1987-01-21,1996-02-29
11034,0000315698,1982-01-29,1988-03-21
11035,0000807903,1987-01-22,1995-10-24
11037,0000806089,1987-01-22,1996-07-31
11038,0000752431,1987-01-23,2012-08-31
11039,0000805383,1987-01-22,1991-10-31
11040,0000763098,1987-01-22,2001-03-14
11041,0000016875,1963-12-31,1996-07-03
11042,0000723527,1980-11-24,1986-07-28
11042,0000723527,1986-08-22,2002-07-29
11043,0000806517,1987-01-22,2024-12-12
11045,0000830055,1987-01-23,1997-07-31
11047,0000799296,1987-06-30,1992-05-29
11048,0000805012,1987-01-27,1999-03-14
11048,0000805012,2004-12-27,2010-04-23
11049,0000806440,1987-01-28,1989-03-21
11051,0000823248,1988-04-14,1991-11-29
11052,0000804126,1987-04-30,1990-05-24
11054,0000765245,1987-04-30,2004-01-31
11055,0000761198,1987-01-30,2002-05-28
11056,0000891106,1987-02-02,2014-04-30
11058,0000726570,1987-02-02,1992-04-30
11059,0000074816,1987-02-03,1994-03-10
11064,0000792369,1987-02-03,1998-04-30
11065,0000807782,1987-02-03,1996-05-31
11066,0000830250,1987-02-04,1997-08-29
11069,0000350200,1981-04-14,1988-04-27
11070,0000805417,1987-02-04,1989-06-29
11071,0000822935,1988-06-08,1992-11-18
11072,0000790498,1987-02-05,2000-04-28
11073,0000794929,1987-02-05,1988-12-19
11073,0000794929,1989-07-06,1990-06-15
11075,0000057613,1987-02-05,1989-06-30
11077,0000351483,1981-05-12,2015-08-20
11078,0000937688,1987-02-05,1997-03-31
11079,0000796332,1987-02-05,1988-05-04
11079,0000796332,1988-09-19,1990-04-26
11080,0000806400,1987-02-06,1987-02-26
11080,0000806400,1987-02-27,1991-12-16
11081,0000826083,1988-06-22,2013-10-31
11082,0000808493,1987-02-09,2006-10-04
11083,0000718247,1987-02-10,1993-12-15
11084,0000018873,1960-01-01,1962-01-30
11084,0000018873,1962-01-31,1987-08-31
11085,0000355004,1982-01-04,1982-10-29
11086,0000797164,1987-02-27,1993-06-23
11087,0000731446,1987-02-10,1993-09-30
11088,0000743029,1987-02-10,2000-08-28
11089,0000808338,1987-02-10,1992-08-03
11090,0000802490,1987-02-10,1988-05-24
11091,0000790272,1987-02-10,1987-02-26
11091,0000790272,1987-02-27,1994-05-25
11092,0000018964,1950-01-01,1962-01-30
11092,0000018964,1962-01-31,1976-02-27
11094,0000806839,1987-02-10,1991-06-28
11095,0000826491,1987-02-11,2003-05-30
11098,0000798531,1987-02-11,1989-12-29
11099,0001135165,1987-02-11,1995-04-28
11100,0000799694,1987-02-27,1993-03-04
11100,0000799694,1993-05-07,1999-04-30
11101,0000803957,1987-02-11,1991-01-16
11102,0000804157,1987-02-11,1987-02-26
11102,0000804157,1987-02-27,1989-02-07
11103,0000808207,1987-02-12,1999-10-22
11104,0000715994,1987-02-12,1988-03-09
11105,0000018968,1950-01-01,1962-01-30
11105,0000018968,1962-01-31,1988-04-04
11106,0000832922,1988-06-30,2001-03-14
11108,0000804559,1987-02-12,1989-10-31
11109,0000054175,1987-02-12,1995-08-16
11110,0000798526,1987-02-12,1990-07-11
11111,0001299509,1987-03-03,1989-12-31
11112,0000806129,1987-02-13,1988-09-01
11115,0000771262,1987-02-17,1990-09-28
11117,0000805014,1987-02-17,1989-05-31
11118,0000747178,1987-02-17,1993-03-17
11119,0000806637,1987-02-17,1998-09-30
11120,0000800042,1987-02-18,1998-04-30
11122,0000722567,1985-01-01,1999-06-07
11123,0000807906,1987-03-31,1994-10-31
11124,0000796122,1987-02-19,1998-04-30
11125,0000807904,1987-02-19,1989-03-03
11126,0000806567,1987-02-19,1989-10-16
11127,0000760461,1987-02-20,2000-07-31
11128,0000809796,1987-02-24,1992-10-30
11129,0000806277,1987-02-25,1987-02-26
11129,0000806277,1987-02-27,1988-05-25
11131,0000855574,1987-02-25,2015-12-31
11132,0000780127,1987-02-25,2012-02-29
11133,0000793785,1987-04-30,1988-09-01
11134,0000828747,1988-05-20,1993-04-22
11134,0000828747,1993-07-16,1994-07-22
11135,0000809939,1987-02-26,1989-06-30
11136,0000804188,1987-02-26,1999-12-01
11137,0000802356,1987-03-31,2012-04-30
11138,0000806168,1987-02-26,2004-01-30
11139,0000801558,1987-02-26,2003-10-14
11141,0000803349,1987-02-27,1998-04-30
11142,0000808305,1987-03-31,1992-01-08
11143,0000800696,1987-03-02,1990-06-19
11144,0000005981,1987-03-02,
11146,0000846768,1987-03-05,1996-04-30
11147,0000801313,1987-03-05,1993-12-31
11149,0000729647,1983-12-21,1984-01-30
11149,0000729647,1984-01-31,1985-07-30
11149,0000729647,1985-07-31,1992-12-04
11150,0000801899,1987-03-05,1990-03-05
11152,0000806850,1987-03-09,1999-03-01
11153,0000806172,1987-03-06,1992-04-05
11153,0000806172,2021-08-27,
11154,0000810136,1987-03-10,
11157,0000109471,1973-02-01,1975-02-27
11157,0000109471,1975-02-28,2013-06-28
11158,0000810145,1987-03-10,1988-10-31
11159,0000801550,1987-03-10,2003-08-13
11160,0000810309,1987-03-11,1992-10-30
11161,0000806817,1987-03-11,1995-04-16
11161,0000806817,2003-06-10,2010-03-05
11163,0001006586,1987-03-11,1987-12-31
11164,0000019863,1950-01-01,1962-01-30
11164,0000019863,1962-01-31,1986-12-31
11166,0000805744,1987-03-11,1989-09-29
11167,0000820608,1988-05-31,1990-12-04
11169,0000810625,1987-03-12,1992-06-30
11170,0001081316,1987-03-12,2000-03-14
11173,0000002682,1974-01-01,1974-01-30
11173,0000002682,1974-01-31,1992-11-30
11174,0000799850,1987-03-13,
11176,0000786052,1987-03-16,1990-04-16
11177,0000804084,1987-03-16,1992-08-04
11179,0000769567,1987-03-16,1989-03-06
11181,0001004981,1983-06-08,1998-03-09
11183,0000708250,1987-03-17,2006-09-29
11184,0000061425,1987-03-18,1996-01-31
11185,0000808219,1987-03-18,1989-05-08
11185,0000808219,1999-09-24,2007-01-22
11187,0000809801,1987-03-19,2001-06-29
11188,0000810666,1987-03-19,1990-07-31
11190,0000350685,1987-10-30,1997-12-18
11192,0000811210,1987-03-20,1999-05-28
11193,0000720131,1987-03-20,1991-04-30
11194,0000810876,1987-03-20,2004-11-30
11195,0000797500,1987-03-23,1990-04-17
11197,0000823927,1988-01-20,2001-06-11
11198,0000061442,1987-03-24,2000-06-09
11200,0000353335,1981-09-11,1984-01-26
11202,0000810957,1987-03-25,1995-12-29
11203,0001091748,1987-03-25,2007-08-06
11203,0001091748,2007-08-07,2023-11-30
11204,0000798217,1987-03-25,1989-04-28
11206,0000813606,1987-03-26,1987-11-06
11207,0000818096,1987-03-26,1995-10-31
11208,0001030469,1990-01-31,
11209,0000810590,1987-03-26,1995-09-29
11210,0000804237,1987-03-26,1992-05-29
11211,0000810723,1987-03-26,1996-09-25
11212,0000810818,1987-03-26,1995-04-28
11213,0000803061,1988-01-29,1988-07-29
11214,0000803058,1987-03-26,2001-11-30
11215,0000804333,1987-03-27,1998-03-31
11216,0000854098,1987-03-27,2005-08-31
11217,0000810950,1987-03-27,1996-08-13
11219,0000880430,1987-03-30,1989-08-24
11221,0000811243,1987-03-31,1989-01-31
11221,0000811243,1989-02-01,1989-06-30
11221,0000811243,1989-09-29,1996-11-29
11223,0000803656,1987-03-31,1994-06-22
11224,0000799310,1987-03-31,1987-04-29
11224,0000799310,1987-04-30,1987-07-31
11225,0000846814,1987-03-31,1999-02-26
11226,0000809935,1987-03-31,1990-01-31
11229,0000319373,1981-04-06,1983-05-31
11229,0000319373,1989-03-31,1990-04-26
11230,0000790817,1987-04-01,2002-07-11
11232,0000870571,1987-04-01,1995-07-31
11233,0000796624,1987-03-31,1995-07-24
11235,0000867662,1987-04-02,1994-05-31
11237,0000313997,1990-04-09,1991-03-06
11238,0000799633,1987-04-07,1990-05-02
11239,0000811096,1987-04-07,1990-09-28
11240,0000810837,1987-05-29,1989-02-03
11241,0000869623,1987-04-07,1995-01-31
11246,0000803016,1987-04-08,
11247,0000777323,1987-04-09,1989-09-29
11256,0000711403,1987-04-15,1994-03-31
11257,0000810130,1987-04-14,1996-09-06
11258,0000811237,1987-04-15,1987-04-29
11258,0000811237,1987-04-30,1990-05-24
11259,0000811213,1987-04-15,1995-05-18
11260,0000791269,1950-01-01,1962-01-30
11260,0000791269,1962-01-31,1998-11-30
11260,0000791269,1998-04-30,1998-11-30
11262,0000771214,1987-04-16,2005-04-29
11265,0000811432,1987-04-21,1997-12-31
11267,0000018255,1987-04-22,
11271,0000810624,1987-04-23,1991-10-29
11274,0000029322,1987-04-27,1998-02-13
11275,0000704440,1987-04-27,1990-06-04
11275,0000704440,2019-10-17,
11276,0000811515,1987-04-27,1993-03-31
11277,0000811640,1987-04-28,2004-02-27
11278,0000811696,1987-04-28,2008-02-28
11281,0000811422,1987-04-29,1992-08-31
11282,0000780853,1987-07-31,1993-03-31
11283,0000811716,1987-04-30,1999-09-30
11284,0000799426,1987-04-30,1991-04-29
11285,0000811589,1987-04-30,
11288,0000002926,1972-12-14,1973-05-31
11289,0000809800,1987-05-29,1989-02-28
11291,0000811930,1987-05-01,2001-04-30
11292,0000811641,1987-05-01,
11293,0000203596,1987-05-04,
11294,0000811932,1987-05-05,1992-02-28
11295,0001064974,1950-01-01,1962-01-30
11295,0001064974,1962-01-31,1986-01-31
11296,0000002929,1979-01-31,1988-12-30
11297,0000810907,1987-05-05,1994-05-25
11298,0000811120,1987-05-05,1988-10-18
11301,0000791716,1987-05-06,1987-11-30
11302,0000812153,1987-05-06,1989-12-08
11303,0000808364,1987-06-30,1995-02-28
11306,0000771729,1988-11-30,2009-04-09
11307,0000799692,1987-05-08,1993-10-29
11308,0000021344,1950-01-01,1962-01-30
11308,0000021344,1962-01-31,
11309,0000352059,1981-07-09,1983-08-24
11310,0000738992,1987-05-08,1991-04-15
11311,0000745788,1987-05-11,1987-05-28
11311,0000745788,1987-05-29,1988-12-12
11312,0000802517,1987-05-11,1987-05-28
11312,0000802517,1987-05-29,1997-10-08
11313,0000806842,1987-05-12,1997-07-15
11314,0000811714,1987-05-12,1997-02-28
11315,0000804331,1987-05-12,1987-05-28
11315,0000804331,1987-05-29,2005-12-29
11318,0000723209,1987-05-13,2004-07-13
11319,0000811697,1987-05-13,1988-12-30
11321,0000757762,1987-05-14,1996-07-31
11322,0000811434,1987-05-14,1999-04-30
11323,0000811553,1987-05-14,1994-07-29
11326,0000806566,1987-05-14,1997-12-03
11327,0000830315,1987-05-14,1994-08-26
11329,0000811931,1987-05-15,1988-04-29
11330,0000811870,1987-05-15,1995-02-08
11331,0000811798,1987-05-15,1990-06-29
11332,0000201493,1964-01-01,1964-05-27
11332,0000201493,1964-05-28,1988-06-10
11334,0000806891,1987-05-18,1995-03-09
11335,0000810578,1987-05-18,1999-10-29
11336,0000801310,1987-05-18,1993-12-07
11338,0000811562,1988-11-01,1999-03-01
11339,0000795571,1987-05-19,1997-06-30
11340,0000022099,1951-01-01,1962-01-30
11340,0000022099,1962-01-31,2000-11-01
11341,0000310454,1982-11-05,1991-07-31
11342,0000812446,1987-05-19,2003-06-24
11343,0000812128,1987-05-19,2022-07-29
11344,0000812127,1987-05-19,1987-05-28
11344,0000812127,1987-05-29,1996-06-27
11345,0000799290,1987-05-19,1997-09-30
11346,0000812444,1987-05-19,1999-03-31
11347,0000812703,1987-05-19,2007-01-31
11348,0000812348,1987-05-20,2021-11-30
11349,0000811786,1987-05-20,1991-10-31
11350,0000812310,1987-05-20,1998-01-30
11351,0000811864,1987-05-20,1988-11-08
11352,0000812544,1987-05-21,1994-02-09
11353,0000812076,1987-05-21,2007-10-31
11354,0000802227,1987-05-21,1989-09-29
11356,0000804870,1987-05-22,1987-06-29
11356,0000804870,1987-06-30,1989-03-30
11357,0000700998,1987-05-22,1999-12-01
11358,0000778423,1987-05-26,2005-08-31
11362,0000807397,1987-05-26,1988-11-28
11362,0000807397,1989-03-14,2000-12-29
11364,0000088997,1987-06-30,1995-02-28
11365,0001689437,1987-05-28,2001-08-23
11366,0000812712,1987-05-28,1996-10-31
11368,0000353184,1984-04-23,
11369,0000729986,1987-05-29,
11370,0001337619,2010-07-29,2024-11-29
11371,0000812910,1987-05-29,2005-01-31
11373,0000790375,1987-06-02,2000-12-29
11374,0000809060,1987-06-02,1991-02-28
11376,0000717324,1979-01-31,1992-01-31
11377,0000853020,1987-06-02,1998-09-30
11378,0000812701,1987-06-02,2018-03-08
11379,0000813298,1987-06-02,2020-12-21
