accession,cik,ticker,form,filing_time_utc,effective_trading_day,split
0001193125-10-010383,1378946,PBCT,8-K,2010-01-22 10:41:37+00:00,2010-01-22,train
0000903423-10-000029,51644,IPG,8-K,2010-01-22 17:26:24+00:00,2010-01-22,train
0000796343-10-000003,796343,ADBE,10-K,2010-01-22 17:14:18+00:00,2010-01-22,train
0001206774-10-000099,743988,XLNX,8-K,2010-01-22 16:01:10+00:00,2010-01-22,train
0000704051-10-000015,704051,LM,8-K,2010-01-22 16:49:44+00:00,2010-01-22,train
0000055785-10-000005,55785,KMB,8-K,2010-01-22 14:05:50+00:00,2010-01-22,train
0000950123-10-004565,1073431,LIFE,8-K,2010-01-22 17:27:43+00:00,2010-01-22,train
0000950103-10-000146,895421,MS,8-K,2010-01-22 21:39:18+00:00,2010-01-25,train
0000098246-10-000040,98246,TIF,8-K,2010-01-25 15:36:17+00:00,2010-01-25,train
0001193125-10-011650,898173,ORLY,8-K,2010-01-25 15:29:58+00:00,2010-01-25,train
0001193125-10-011150,1047862,ED,8-K,2010-01-22 23:46:50+00:00,2010-01-25,train
0001193125-10-011527,1378946,PBCT,8-K,2010-01-25 08:10:46+00:00,2010-01-25,train
0001299933-10-000247,49196,HBAN,8-K,2010-01-22 22:14:57+00:00,2010-01-25,train
0000950103-10-000158,1015780,ETFC,8-K,2010-01-25 17:15:42+00:00,2010-01-25,train
0001126328-10-000017,1126328,PFG,8-K,2010-01-22 21:04:13+00:00,2010-01-25,train
0000903423-10-000030,51644,IPG,8-K,2010-01-25 18:12:32+00:00,2010-01-25,train
0001193125-10-011517,945436,WFR,8-K,2010-01-25 08:00:54+00:00,2010-01-25,train
0000950123-10-004618,5272,AIG,8-K,2010-01-23 02:42:15+00:00,2010-01-25,train
0001193125-10-011570,931336,DF,8-K,2010-01-25 08:39:26+00:00,2010-01-25,train
0001104659-10-002692,1012100,SEE,8-K,2010-01-25 15:00:22+00:00,2010-01-25,train
0000715957-10-000002,715957,D,8-K,2010-01-22 21:04:44+00:00,2010-01-25,train
0001104659-10-002800,813828,CBS,8-K,2010-01-25 19:31:57+00:00,2010-01-25,train
0000950123-10-004694,1170650,MHS,8-K,2010-01-25 09:00:37+00:00,2010-01-25,train
0000050863-10-000009,50863,INTC,8-K,2010-01-25 20:06:42+00:00,2010-01-25,train
0000950123-10-004854,764622,PNW,8-K,2010-01-25 20:42:39+00:00,2010-01-25,train
0001104659-10-002756,873364,CEPH,8-K,2010-01-25 16:16:46+00:00,2010-01-25,train
0001193125-10-011009,1086222,AKAM,8-K,2010-01-22 22:01:31+00:00,2010-01-25,train
0001193125-10-011466,731766,UNH,8-K,2010-01-25 12:05:55+00:00,2010-01-25,train
0000918160-10-000004,918160,AKS,8-K,2010-01-25 08:42:55+00:00,2010-01-25,train
0001299933-10-000270,764065,CLF,8-K,2010-01-25 18:43:12+00:00,2010-01-25,train
0000918160-10-000005,918160,AKS,8-K,2010-01-25 08:52:55+00:00,2010-01-25,train
0000897101-10-000099,203077,STJ,8-K,2010-01-25 16:12:40+00:00,2010-01-25,train
0000918160-10-000006,918160,AKS,8-K,2010-01-25 09:10:03+00:00,2010-01-25,train
0000930413-10-000263,1022079,DGX,8-K,2010-01-25 12:45:39+00:00,2010-01-25,train
0001193125-10-011055,858470,COG,8-K,2010-01-22 22:27:34+00:00,2010-01-25,train
0001104659-10-002608,1090872,A,8-K,2010-01-22 21:59:14+00:00,2010-01-25,train
0001193125-10-010950,87347,SLB,8-K,2010-01-22 21:26:34+00:00,2010-01-25,train
0000950123-10-005300,768251,ALTR,8-K,2010-01-26 16:25:57+00:00,2010-01-26,train
0001193125-10-012536,16918,STZ,8-K,2010-01-26 13:35:35+00:00,2010-01-26,train
0001193125-10-012477,1281761,RF,8-K,2010-01-26 12:00:49+00:00,2010-01-26,train
0000950123-10-004944,36270,MTB,8-K,2010-01-25 22:16:15+00:00,2010-01-26,train
0000950123-10-005041,808362,BHI,8-K,2010-01-26 11:00:58+00:00,2010-01-26,train
0001104659-10-002823,86312,TRV,8-K,2010-01-26 12:42:23+00:00,2010-01-26,train
0001193125-10-012099,4281,AA,8-K,2010-01-25 21:30:25+00:00,2010-01-26,train
0001193125-10-012551,1390777,BK,8-K,2010-01-26 14:09:54+00:00,2010-01-26,train
0000950123-10-005069,1000697,WAT,8-K,2010-01-26 12:15:17+00:00,2010-01-26,train
0000950123-10-005286,721083,SII,8-K,2010-01-26 16:15:00+00:00,2010-01-26,train
0000918160-10-000008,918160,AKS,8-K,2010-01-26 11:14:35+00:00,2010-01-26,train
0001144204-10-003527,1163302,X,8-K,2010-01-26 10:58:28+00:00,2010-01-26,train
0000950123-10-005321,885721,ESRX,8-K,2010-01-26 16:59:43+00:00,2010-01-26,train
0001193125-10-012696,52988,JEC,8-K,2010-01-26 16:07:49+00:00,2010-01-26,train
0000200406-10-000006,200406,JNJ,8-K,2010-01-26 16:30:09+00:00,2010-01-26,train
0001193125-10-012476,317771,TLAB,8-K,2010-01-26 07:00:36+00:00,2010-01-26,train
0001193125-10-012179,19617,JPM,8-K,2010-01-25 22:26:50+00:00,2010-01-26,train
0001144204-10-003502,73309,NUE,8-K,2010-01-26 14:13:39+00:00,2010-01-26,train
0001299933-10-000283,1064728,BTU,8-K,2010-01-26 13:20:43+00:00,2010-01-26,train
0001193125-10-012491,790070,EMC,8-K,2010-01-26 07:25:45+00:00,2010-01-26,train
0000950123-10-005033,1099219,MET,8-K,2010-01-26 02:58:57+00:00,2010-01-26,train
0001193125-10-012517,732712,VZ,8-K,2010-01-26 13:00:40+00:00,2010-01-26,train
0000895126-10-000024,895126,CHK,8-K,2010-01-25 21:05:17+00:00,2010-01-26,train
0000753308-10-000005,753308,FPL,8-K,2010-01-26 13:58:03+00:00,2010-01-26,train
0001193125-10-012085,320193,AAPL,10-Q,2010-01-25 21:23:57+00:00,2010-01-26,train
0001193125-10-012096,320193,AAPL,8-K,2010-01-25 21:27:45+00:00,2010-01-26,train
0000950123-10-005079,89800,SHW,8-K,2010-01-26 13:32:11+00:00,2010-01-26,train
0000097476-10-000006,97476,TXN,8-K,2010-01-26 18:58:08+00:00,2010-01-26,train
0000097476-10-000003,97476,TXN,8-K,2010-01-25 22:01:34+00:00,2010-01-26,train
0000024741-10-000002,24741,GLW,8-K,2010-01-26 11:59:14+00:00,2010-01-26,train
0001104659-10-002926,30554,DD,8-K,2010-01-26 20:32:10+00:00,2010-01-26,train
0000950123-10-005134,2969,APD,10-Q,2010-01-26 16:00:40+00:00,2010-01-26,train
0000950123-10-005098,1140859,ABC,8-K,2010-01-26 14:34:56+00:00,2010-01-26,train
0000950123-10-005307,918386,QLGC,8-K,2010-01-26 16:39:57+00:00,2010-01-26,train
0001193125-10-012083,318154,AMGN,8-K,2010-01-25 21:19:36+00:00,2010-01-26,train
0000920148-10-000010,920148,LH,8-K,2010-01-25 22:01:01+00:00,2010-01-26,train
0000109380-10-000026,109380,ZION,8-K,2010-01-25 21:11:56+00:00,2010-01-26,train
0000109380-10-000025,109380,ZION,8-K,2010-01-25 21:11:30+00:00,2010-01-26,train
0001144204-10-003494,64040,MHP,8-K,2010-01-26 12:10:48+00:00,2010-01-26,train
0000950123-10-005136,740260,VTR,8-K,2010-01-26 16:04:43+00:00,2010-01-26,train
0001157523-10-000323,1089976,PTV,8-K,2010-01-26 16:41:42+00:00,2010-01-26,train
0000277135-10-000002,277135,GWW,8-K,2010-01-26 13:05:57+00:00,2010-01-26,train
0000950123-10-004952,927653,MCK,8-K,2010-01-25 22:21:26+00:00,2010-01-26,train
0000950123-10-005291,67472,MOLX,8-K,2010-01-26 16:17:06+00:00,2010-01-26,train
0000941548-10-000003,941548,CAM,8-K,2010-01-27 07:44:52+00:00,2010-01-27,train
0000018230-10-000040,18230,CAT,8-K,2010-01-27 14:03:15+00:00,2010-01-27,train
0001193125-10-014322,317771,TLAB,8-K,2010-01-27 16:39:34+00:00,2010-01-27,train
0000018230-10-000042,18230,CAT,8-K,2010-01-27 17:00:26+00:00,2010-01-27,train
0000950123-10-005678,921847,HCBK,8-K,2010-01-27 16:11:44+00:00,2010-01-27,train
0001193125-10-014549,1393612,DFS,10-K,2010-01-27 20:21:05+00:00,2010-01-27,train
0001157523-10-000319,730464,DV,8-K,2010-01-26 21:14:48+00:00,2010-01-27,train
0000950123-10-005457,1073431,LIFE,8-K,2010-01-27 06:03:23+00:00,2010-01-27,train
0001157523-10-000378,1015780,ETFC,8-K,2010-01-27 16:30:47+00:00,2010-01-27,train
0000950123-10-005458,1064728,BTU,8-K,2010-01-27 11:03:29+00:00,2010-01-27,train
0000092122-10-000004,92122,SO,8-K,2010-01-27 14:12:52+00:00,2010-01-27,train
0001104659-10-003218,48465,HRL,8-K,2010-01-27 17:43:03+00:00,2010-01-27,train
0001193125-10-013601,1156039,WLP,8-K,2010-01-27 11:08:35+00:00,2010-01-27,train
0001193125-10-013009,882095,GILD,8-K,2010-01-26 21:14:34+00:00,2010-01-27,train
0001193125-10-013708,12927,BA,8-K,2010-01-27 12:47:36+00:00,2010-01-27,train
0001193125-10-013792,40533,GD,8-K,2010-01-27 14:39:23+00:00,2010-01-27,train
0001104659-10-003143,1800,ABT,8-K,2010-01-27 13:37:44+00:00,2010-01-27,train
0000020520-10-000005,20520,FTR,8-K,2010-01-27 15:07:42+00:00,2010-01-27,train
0001193125-10-013728,945436,WFR,8-K,2010-01-27 08:01:35+00:00,2010-01-27,train
0000897101-10-000109,203077,STJ,8-K,2010-01-27 12:39:56+00:00,2010-01-27,train
0000950123-10-005712,1020416,MWW,8-K,2010-01-27 16:38:38+00:00,2010-01-27,train
0001193125-10-013778,1159297,MWV,8-K,2010-01-27 09:25:33+00:00,2010-01-27,train
0001104659-10-002956,796343,ADBE,8-K,2010-01-26 21:30:07+00:00,2010-01-27,train
0001299933-10-000301,93556,SWK,8-K,2010-01-27 14:18:25+00:00,2010-01-27,train
0000950123-10-005312,315852,RRC,8-K,2010-01-26 21:47:55+00:00,2010-01-27,train
0001193125-10-013319,4281,AA,8-K,2010-01-27 01:47:24+00:00,2010-01-27,train
0001157523-10-000320,1011006,YHOO,8-K,2010-01-26 21:20:40+00:00,2010-01-27,train
0000950123-10-005629,1018963,ATI,8-K,2010-01-27 19:34:28+00:00,2010-01-27,train
0001157523-10-000340,1018963,ATI,8-K,2010-01-27 12:41:26+00:00,2010-01-27,train
0000310764-10-000012,310764,SYK,8-K,2010-01-26 21:02:58+00:00,2010-01-27,train
0000950123-10-005507,1024478,ROK,8-K,2010-01-27 12:19:59+00:00,2010-01-27,train
0000049826-10-000004,49826,ITW,8-K,2010-01-27 18:08:05+00:00,2010-01-27,train
0001157523-10-000371,835729,BMC,8-K,2010-01-27 16:05:24+00:00,2010-01-27,train
0000950123-10-005528,884905,PX,8-K,2010-01-27 14:54:10+00:00,2010-01-27,train
0001193125-10-013101,906107,EQR,8-K,2010-01-26 22:14:01+00:00,2010-01-27,train
0001193125-10-013243,1037540,BXP,8-K,2010-01-27 00:10:46+00:00,2010-01-27,train
0001157523-10-000343,884905,PX,8-K,2010-01-27 14:19:55+00:00,2010-01-27,train
0001104659-10-003094,47217,HPQ,8-K,2010-01-27 11:01:51+00:00,2010-01-27,train
0001157523-10-000374,877890,CTXS,8-K,2010-01-27 16:10:39+00:00,2010-01-27,train
0000950123-10-005296,927653,MCK,8-K,2010-01-26 21:21:52+00:00,2010-01-27,train
0000950123-10-005311,927653,MCK,10-Q,2010-01-26 21:42:35+00:00,2010-01-27,train
0000950123-10-005536,721083,SII,8-K,2010-01-27 10:22:06+00:00,2010-01-27,train
0000950123-10-005684,703360,LSI,8-K,2010-01-27 16:14:26+00:00,2010-01-27,train
0000950123-10-005285,1130310,CNP,8-K,2010-01-26 21:14:43+00:00,2010-01-27,train
0000950123-10-005522,1035002,VLO,8-K,2010-01-27 14:19:21+00:00,2010-01-27,train
0001193125-10-013700,101829,UTX,8-K,2010-01-27 12:39:55+00:00,2010-01-27,train
0001144204-10-003866,203527,VAR,8-K,2010-01-27 16:38:23+00:00,2010-01-27,train
0001157523-10-000344,4447,HES,8-K,2010-01-27 09:45:42+00:00,2010-01-27,train
0000950123-10-005520,1035002,VLO,8-K,2010-01-27 14:15:11+00:00,2010-01-27,train
0001157523-10-000342,1163165,COP,8-K,2010-01-27 13:38:40+00:00,2010-01-27,train
0001193125-10-013120,63908,MCD,8-K,2010-01-26 22:19:34+00:00,2010-01-27,train
0000950123-10-005922,1113169,TROW,8-K,2010-01-28 12:53:26+00:00,2010-01-28,train
0001144204-10-003997,4904,AEP,8-K,2010-01-28 13:06:56+00:00,2010-01-28,train
0001193125-10-014961,38777,BEN,8-K,2010-01-28 14:18:38+00:00,2010-01-28,train
0000914208-10-000014,914208,IVZ,8-K,2010-01-28 13:45:46+00:00,2010-01-28,train
0001104659-10-003449,11199,BMS,8-K,2010-01-28 09:15:57+00:00,2010-01-28,train
0000045012-10-000055,45012,HAL,8-K,2010-01-28 16:15:48+00:00,2010-01-28,train
0001193125-10-015411,835729,BMC,10-Q,2010-01-28 14:24:47+00:00,2010-01-28,train
0000950123-10-005688,849399,SYMC,8-K,2010-01-27 21:16:38+00:00,2010-01-28,train
0001157523-10-000444,804212,ARG,8-K,2010-01-28 16:46:41+00:00,2010-01-28,train
0001157523-10-000417,21665,CL,8-K,2010-01-28 14:18:44+00:00,2010-01-28,train
0001144204-10-004002,1137411,COL,8-K,2010-01-28 09:07:05+00:00,2010-01-28,train
0000950123-10-005932,875045,BIIB,8-K,2010-01-28 13:23:01+00:00,2010-01-28,train
0000009389-10-000004,9389,BLL,8-K,2010-01-28 14:48:11+00:00,2010-01-28,train
0001144204-10-004114,1137411,COL,10-Q,2010-01-28 15:00:56+00:00,2010-01-28,train
0001000180-10-000003,1000180,SNDK,8-K,2010-01-28 16:07:44+00:00,2010-01-28,train
0001157523-10-000410,37996,F,8-K,2010-01-28 13:01:31+00:00,2010-01-28,train
0001104659-10-003430,66740,MMM,8-K,2010-01-28 13:25:54+00:00,2010-01-28,train
0000702165-10-000008,702165,NSC,8-K,2010-01-27 21:04:26+00:00,2010-01-28,train
0000732717-10-000002,732717,T,8-K,2010-01-28 12:38:37+00:00,2010-01-28,train
0001157523-10-000413,31235,EK,8-K,2010-01-28 13:07:43+00:00,2010-01-28,train
0000031235-10-000031,31235,EK,8-K,2010-01-28 13:18:12+00:00,2010-01-28,train
0001104659-10-003473,1001250,EL,8-K,2010-01-28 15:39:27+00:00,2010-01-28,train
0001144204-10-004185,356028,CA,8-K,2010-01-28 16:27:21+00:00,2010-01-28,train
0001144204-10-004192,356028,CA,8-K,2010-01-28 16:30:53+00:00,2010-01-28,train
0001193125-10-014834,97210,TER,8-K,2010-01-28 12:05:26+00:00,2010-01-28,train
0000909518-10-000037,96223,LUK,8-K,2010-01-28 19:03:26+00:00,2010-01-28,train
0001193125-10-015241,1341439,ORCL,8-K,2010-01-28 17:45:18+00:00,2010-01-28,train
0001193125-10-014330,1103982,KFT,8-K,2010-01-27 21:42:34+00:00,2010-01-28,train
0001104659-10-003418,68505,MOT,8-K,2010-01-28 12:17:28+00:00,2010-01-28,train
0001104659-10-003427,1065865,JNS,8-K,2010-01-28 08:08:10+00:00,2010-01-28,train
0001193125-10-015315,764180,MO,8-K,2010-01-28 18:22:22+00:00,2010-01-28,train
0001193125-10-014847,764180,MO,8-K,2010-01-28 13:23:28+00:00,2010-01-28,train
0001299933-10-000335,1043604,JNPR,8-K,2010-01-28 16:10:47+00:00,2010-01-28,train
0001299933-10-000344,1054374,BRCM,8-K,2010-01-28 17:04:20+00:00,2010-01-28,train
0001144204-10-003993,33213,EQT,8-K,2010-01-28 12:30:05+00:00,2010-01-28,train
0001193125-10-014852,721371,CAH,8-K,2010-01-28 12:19:41+00:00,2010-01-28,train
0001193125-10-015547,52988,JEC,10-Q,2010-01-28 20:47:23+00:00,2010-01-28,train
0001104659-10-003413,833444,JCI,8-K,2010-01-28 12:01:47+00:00,2010-01-28,train
0000018230-10-000045,18230,CAT,8-K,2010-01-28 18:42:47+00:00,2010-01-28,train
0001193125-10-014925,14272,BMY,8-K,2010-01-28 13:40:44+00:00,2010-01-28,train
0000732717-10-000004,732717,T,8-K,2010-01-28 16:24:10+00:00,2010-01-28,train
0001104659-10-003441,86312,TRV,8-K,2010-01-28 13:48:49+00:00,2010-01-28,train
0000950123-10-006140,20171,CB,8-K,2010-01-28 16:11:46+00:00,2010-01-28,train
0000950123-10-005869,10795,BDX,8-K,2010-01-28 11:02:12+00:00,2010-01-28,train
0000950123-10-005988,6281,ADI,8-K,2010-01-28 15:58:55+00:00,2010-01-28,train
0001193125-10-014842,1047122,RTN,8-K,2010-01-28 07:09:41+00:00,2010-01-28,train
0001193125-10-015789,8868,AVP,8-K,2010-01-28 17:06:42+00:00,2010-01-28,train
0001157523-10-000416,1452575,MJN,8-K,2010-01-28 08:48:34+00:00,2010-01-28,train
0000950123-10-005906,1377013,TWC,8-K,2010-01-28 07:12:14+00:00,2010-01-28,train
0000715957-10-000004,715957,D,8-K,2010-01-28 13:35:14+00:00,2010-01-28,train
0001104659-10-003692,28412,CMA,8-K,2010-01-28 17:29:21+00:00,2010-01-28,train
0001104659-10-003324,812074,OI,8-K,2010-01-27 21:50:35+00:00,2010-01-28,train
0001104659-10-003432,732485,GENZ,8-K,2010-01-28 08:31:02+00:00,2010-01-28,train
0000950123-10-006082,1111711,NI,8-K,2010-01-28 19:41:07+00:00,2010-01-28,train
0001193125-10-015804,23666,SLE,8-K,2010-01-28 17:10:35+00:00,2010-01-28,train
0001193125-10-015574,3673,AYE,8-K,2010-01-28 16:01:37+00:00,2010-01-28,train
0001193125-10-015657,9892,BCR,8-K,2010-01-28 16:25:34+00:00,2010-01-28,train
0000217346-10-000021,217346,TXT,8-K,2010-01-28 13:34:23+00:00,2010-01-28,train
0000950123-10-005897,59478,LLY,8-K,2010-01-28 11:32:04+00:00,2010-01-28,train
0001193125-10-014865,80424,PG,10-Q,2010-01-28 12:26:48+00:00,2010-01-28,train
0000950123-10-005924,816284,CELG,8-K,2010-01-28 08:00:31+00:00,2010-01-28,train
0000950123-10-005692,202058,HRS,8-K,2010-01-27 21:18:48+00:00,2010-01-28,train
0001144204-10-003985,936468,LMT,8-K,2010-01-28 11:34:04+00:00,2010-01-28,train
0000950123-10-005721,804328,QCOM,10-Q,2010-01-27 21:50:32+00:00,2010-01-28,train
0000950123-10-005681,804328,QCOM,8-K,2010-01-27 21:13:37+00:00,2010-01-28,train
0001193125-10-014869,1070412,CNX,8-K,2010-01-28 12:29:35+00:00,2010-01-28,train
0000950123-10-005912,1039101,LLL,8-K,2010-01-28 07:28:30+00:00,2010-01-28,train
0001193125-10-015769,1058083,RX,8-K,2010-01-28 17:00:06+00:00,2010-01-28,train
0000950123-10-005905,42542,GR,8-K,2010-01-28 07:00:33+00:00,2010-01-28,train
0001193125-10-014376,717423,MUR,8-K,2010-01-27 22:01:40+00:00,2010-01-28,train
0000950123-10-005907,1136869,ZMH,8-K,2010-01-28 12:16:04+00:00,2010-01-28,train
0000797468-10-000002,797468,OXY,8-K,2010-01-28 16:29:41+00:00,2010-01-28,train
0001104659-10-003411,72903,XEL,8-K,2010-01-28 11:59:22+00:00,2010-01-28,train
0001193125-10-014423,313616,DHR,8-K,2010-01-27 22:38:51+00:00,2010-01-28,train
0001193125-10-014973,63754,MKC,10-K,2010-01-28 14:32:38+00:00,2010-01-28,train
0001193125-10-014850,63754,MKC,8-K,2010-01-28 12:15:47+00:00,2010-01-28,train
0000950123-10-006186,1073431,LIFE,8-K,2010-01-28 17:03:40+00:00,2010-01-28,train
0000950123-10-005908,10456,BAX,8-K,2010-01-28 12:18:58+00:00,2010-01-28,train
0000950123-10-005926,1073431,LIFE,8-K,2010-01-28 08:00:40+00:00,2010-01-28,train
0000080424-10-000007,80424,PG,8-K,2010-01-28 12:41:49+00:00,2010-01-28,train
0001104659-10-003771,820313,APH,8-K,2010-01-29 13:46:29+00:00,2010-01-29,train
0001104659-10-003877,72903,XEL,8-K,2010-01-29 19:03:53+00:00,2010-01-29,train
0000950123-10-006455,8818,AVY,8-K,2010-01-29 13:45:58+00:00,2010-01-29,train
0001299933-10-000349,40987,GPC,8-K,2010-01-29 19:20:57+00:00,2010-01-29,train
0000915389-10-000006,915389,EMN,8-K,2010-01-28 22:02:53+00:00,2010-01-29,train
0001193125-10-015594,315213,RHI,8-K,2010-01-28 21:10:25+00:00,2010-01-29,train
0001104659-10-003688,1001250,EL,10-Q,2010-01-28 22:23:32+00:00,2010-01-29,train
0000004962-10-000011,4962,AXP,8-K,2010-01-29 14:28:51+00:00,2010-01-29,train
0000702165-10-000025,702165,NSC,8-K,2010-01-29 20:07:13+00:00,2010-01-29,train
0001193125-10-015811,1056288,FII,8-K,2010-01-28 22:11:34+00:00,2010-01-29,train
0001104659-10-003781,764478,BBY,8-K,2010-01-29 14:27:35+00:00,2010-01-29,train
0001193125-10-016731,95304,SUN,8-K,2010-01-29 12:25:02+00:00,2010-01-29,train
0000950123-10-006508,30625,FLS,8-K,2010-01-29 15:03:20+00:00,2010-01-29,train
0001193125-10-016534,927628,COF,8-K,2010-01-29 15:04:33+00:00,2010-01-29,train
0001193125-10-015598,789019,MSFT,10-Q,2010-01-28 21:11:45+00:00,2010-01-29,train
0001193125-10-015589,789019,MSFT,8-K,2010-01-28 21:08:36+00:00,2010-01-29,train
0001157523-10-000460,1018963,ATI,8-K,2010-01-29 13:39:40+00:00,2010-01-29,train
0001157523-10-000461,789073,FO,8-K,2010-01-29 08:52:17+00:00,2010-01-29,train
0001193125-10-016932,1035267,ISRG,10-K,2010-01-29 20:05:27+00:00,2010-01-29,train
0001104659-10-003847,51143,IBM,8-K,2010-01-29 17:39:50+00:00,2010-01-29,train
0000020520-10-000007,20520,FTR,8-K,2010-01-29 11:03:37+00:00,2010-01-29,train
0000020520-10-000009,20520,FTR,8-K,2010-01-29 16:46:06+00:00,2010-01-29,train
0000950123-10-006192,1018840,ANF,8-K,2010-01-28 22:04:50+00:00,2010-01-29,train
0001193125-10-016252,63276,MAT,8-K,2010-01-29 11:06:00+00:00,2010-01-29,train
0000950123-10-006167,202058,HRS,10-Q,2010-01-28 21:44:34+00:00,2010-01-29,train
0001047469-10-000401,833444,JCI,10-Q,2010-01-28 21:25:44+00:00,2010-01-29,train
0001193125-10-016991,909832,COST,8-K,2010-01-29 20:43:13+00:00,2010-01-29,train
0001193125-10-015792,31791,PKI,8-K,2010-01-28 22:07:25+00:00,2010-01-29,train
0001193125-10-015807,1276520,GNW,8-K,2010-01-28 22:11:05+00:00,2010-01-29,train
0001193125-10-015621,1018724,AMZN,8-K,2010-01-28 21:18:29+00:00,2010-01-29,train
0001193125-10-015680,769397,ADSK,8-K,2010-01-28 21:32:41+00:00,2010-01-29,train
0001193125-10-016098,1018724,AMZN,10-K,2010-01-29 02:42:22+00:00,2010-01-29,train
0001193125-10-015997,319201,KLAC,10-Q,2010-01-29 00:21:11+00:00,2010-01-29,train
0001193125-10-015644,319201,KLAC,8-K,2010-01-28 21:23:27+00:00,2010-01-29,train
0001105705-10-000002,1105705,TWX,8-K,2010-01-29 16:08:29+00:00,2010-01-29,train
0000930413-10-000389,773840,HON,8-K,2010-01-29 16:38:37+00:00,2010-01-29,train
0000930413-10-000378,773840,HON,8-K,2010-01-29 12:09:37+00:00,2010-01-29,train
0000950123-10-006799,1170650,MHS,8-K,2010-01-29 16:00:23+00:00,2010-01-29,train
0001193125-10-015800,104169,WMT,8-K,2010-01-28 22:09:33+00:00,2010-01-29,train
0000950123-10-006378,29905,DOV,8-K,2010-01-29 12:10:46+00:00,2010-01-29,train
0001193125-10-016711,2488,AMD,8-K,2010-01-29 16:59:59+00:00,2010-01-29,train
0001193125-10-016426,1413329,PM,8-K,2010-01-29 13:25:55+00:00,2010-01-29,train
0001193125-10-015850,764180,MO,8-K,2010-01-28 22:58:11+00:00,2010-01-29,train
0001193125-10-015802,58492,LEG,8-K,2010-01-28 22:09:36+00:00,2010-01-29,train
0001193125-10-016417,75362,PCAR,8-K,2010-01-29 13:22:17+00:00,2010-01-29,train
0000950123-10-006733,109198,TJX,8-K,2010-01-29 20:12:36+00:00,2010-01-29,train
0000950123-10-006707,49196,HBAN,8-K,2010-01-29 19:51:54+00:00,2010-01-29,train
0000950123-10-006814,356028,CA,10-Q,2010-01-29 16:16:43+00:00,2010-01-29,train
0001193125-10-016470,815097,CCL,10-K,2010-01-29 14:02:19+00:00,2010-01-29,train
0000950123-10-006919,1073431,LIFE,8-K,2010-01-29 17:27:54+00:00,2010-01-29,train
0001193125-10-016389,814453,NWL,8-K,2010-01-29 13:00:39+00:00,2010-01-29,train
0000950123-10-006471,93410,CVX,8-K,2010-01-29 14:05:22+00:00,2010-01-29,train
0000950123-10-006829,67472,MOLX,10-Q,2010-01-29 16:33:53+00:00,2010-01-29,train
0001104659-10-003968,796343,ADBE,8-K,2010-01-29 21:32:44+00:00,2010-02-01,train
0000732717-10-000006,732717,T,8-K,2010-01-29 22:11:47+00:00,2010-02-01,train
0000950123-10-006838,1099219,MET,8-K,2010-01-29 21:41:23+00:00,2010-02-01,train
0001181431-10-005578,835729,BMC,8-K,2010-02-01 16:01:11+00:00,2010-02-01,train
0001193125-10-017191,92380,LUV,10-K,2010-01-29 22:14:04+00:00,2010-02-01,train
0001157523-10-000480,49071,HUM,8-K,2010-02-01 11:02:02+00:00,2010-02-01,train
0001104659-10-004053,28412,CMA,8-K,2010-02-01 08:20:19+00:00,2010-02-01,train
0000950123-10-007069,39899,GCI,8-K,2010-02-01 13:40:03+00:00,2010-02-01,train
0000950123-10-007053,96021,SYY,8-K,2010-02-01 13:15:18+00:00,2010-02-01,train
0000034088-10-000008,34088,XOM,8-K,2010-02-01 14:11:03+00:00,2010-02-01,train
